VehicleID,Manufacturer,Model,Fuel Type,Fuel Efficiency,EFF (km/l)/(km/kwh),Body Type,Seating Capacity,Ground Clearance (range),Body Type 1 (sedan),Body Type 2 (hatchback),Body Type 3 (suv),Body Type 4 (mpv),Body Type 5 (pickup),Body Type 6 (coupe),Body Type 7 (convertible),Body Type 8 (wagon),Body Type 9 (van),Body Type 10 (crossover),Body Type 11 (kei / microvan),Body Type 12 (roadster),Body Type 13 (other),Body Type 14 (liftback),Body Type 15 (mpv / minivan),City/Urban,Suburban/Normal,Mid Off-Road,Off-Road/Hilly Terrain,Year
000_Audi_a1=Petrol,Audi,a1,Petrol,16-19,17.5,hatchback,5,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018–present
001_Audi_a125tfsi=Petrol,Audi,a1 25tfsi,Petrol,16-20,18.0,hatchback,5,136,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023-present
002_Audi_a125tfsis-line=Petrol,Audi,a1 25tfsi s-line,Petrol,16-20,18.0,hatchback,5,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018-present
003_Audi_a130tfsi=Petrol,Audi,a1 30tfsi,Petrol,17-19,18.0,hatchback,5,121,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018-present
004_Audi_a3=Petrol,Audi,a3,Petrol,17-22,19.5,hatchback,5,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2012-2020
005_Audi_a325tfsi=Petrol,Audi,a3 25tfsi,Petrol,18.9-20.4,19.6,hatchback,5,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"2018,2023,2024"
006_Audi_a325tfsis-line=Petrol,Audi,a3 25tfsi s-line,Petrol,18.9-20.4,19.6,hatchback,5,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018
007_Audi_a325tfsisedan=Petrol,Audi,a3 25tfsi sedan,Petrol,18.9-20.4,19.6,sedan,5,112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024
008_Audi_a325tfsisportback=Petrol,Audi,a3 25tfsi sportback,Petrol,18.9-20.4,19.6,hatchback,5,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023
009_Audi_a330tfsi=Petrol,Audi,a3 30tfsi,Petrol,21.3,21.3,hatchback,5,112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2020-present
0010_Audi_a3rs3=Petrol,Audi,a3 rs3,Petrol,10.4-13.2,11.8,hatchback,5,116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2021-present
0011_Audi_a3s-line=Petrol,Audi,a3 s-line,Petrol,14-19,16.5,hatchback,5,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018-present
0012_Audi_a3sedan=Hybrid,Audi,a3 sedan,Hybrid,16.1-19.5,17.8,sedan,5,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024
0013_Audi_a3sportbackadvanced=Petrol,Audi,a3 sportback advanced,Petrol,14.3-18.5,16.4,hatchback,5,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024
0014_Audi_a3sportbackpremium=Petrol,Audi,a3 sportback premium,Petrol,14.3-18.5,16.4,hatchback,5,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024
0015_Audi_a3sportbacks-line=Hybrid,Audi,a3 sportback s-line,Hybrid,18.9-20.4,19.6,hatchback,5,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023
0016_Audi_a3sportsback=Petrol,Audi,a3 sportsback,Petrol,18.9-20.4,19.6,hatchback,5,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"2017,2023"
0017_Audi_a4=Diesel,Audi,a4,Diesel,17.5,17.5,sedan / wagon,5,129,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2011
0018_Audi_a4=Petrol,Audi,a4,Petrol,14-19,16.5,sedan / wagon,5,108,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2012
0019_Audi_a430tfsi=Petrol,Audi,a4 30tfsi,Petrol,13-16,14.5,sedan/wagon,5,108,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
0020_Audi_a440tfsi=Petrol,Audi,a4 40tfsi,Petrol,17.4-20.4,18.9,sedan/wagon,5,108,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2016
0021_Audi_a440tfsis-line=Petrol,Audi,a4 40tfsi s-line,Petrol,20.4,20.4,sedan/wagon,5,129,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2018
0022_Audi_a4b8.5quattro=Petrol,Audi,a4 b8.5 quattro,Petrol,12.5-16.9,14.7,sedan/wagon,5,154,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2012
0023_Audi_a4tdi=Diesel,Audi,a4 tdi,Diesel,13-17,15.0,sedan/wagon,5,108,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2012
0024_Audi_a5=Petrol,Audi,a5,Petrol,10-19,14.5,sedan,5,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018
0025_Audi_a5s-line=Petrol,Audi,a5 s-line,Petrol,13.5-14,13.8,sedan,5,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018–2019
0026_Audi_a5s-linecabriolet=Petrol,Audi,a5 s-line cabriolet,Petrol,14,14.0,sedan,5,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2018
0027_Audi_a6=Petrol,Audi,a6,Petrol,9-14,11.5,sedan / wagon,5,182,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,"2012,2016"
0028_Audi_a6=Diesel,Audi,a6,Diesel,13-18,15.5,sedan / wagon,5,182,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2013
0029_Audi_a6tdi=Diesel,Audi,a6 tdi,Diesel,14-16,15.0,sedan/wagon,5,182,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,"2012,2014"
0030_Audi_a6tfsi=Petrol,Audi,a6 tfsi,Petrol,14,14.0,sedan/wagon,5,140,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2007
0031_Audi_a73.0tquattro=Petrol,Audi,a7 3.0t quattro,Petrol,7.65,7.65,hatchback/hatchback sportback,5,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014
0032_Audi_e-trongtsportedition=Electric,Audi,e-tron gt sport edition,Electric,4.7-5.6,5.2,suv/suv sportback,5,176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023
0033_Audi_q2=Petrol,Audi,q2,Petrol,15.3,15.3,suv,5,144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017–2019
0034_Audi_q2s-line=Petrol,Audi,q2 s-line,Petrol,14-16,15.0,suv,5,144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2018
0035_Audi_q2tfsi=Petrol,Audi,q2 tfsi,Petrol,15,15.0,suv,5,144,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017–2018
0036_Audi_q3=Petrol,Audi,q3,Petrol,15-17,16.0,suv / suv sportsback,5,183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2013,2018,2019,2022"
0037_Audi_q3premium=Petrol,Audi,q3 premium,Petrol,12.8-14.93,13.9,suv/suv sportback,5,183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2018
0038_Audi_q3s-line=Petrol,Audi,q3 s-line,Petrol,14-15,14.5,suv/suv sportback,5,183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2019
0039_Audi_q3s-line=Electric,Audi,q3 s-line,Electric,5-5.2,5.1,suv/suv sportback,5,183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023–2024
0040_Audi_q3s-linequattro=Petrol,Audi,q3 s-line quattro,Petrol,14.93,14.93,suv/suv sportback,5,183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2019
0041_Audi_q3s-linesportsback=Petrol,Audi,q3 s-line sportsback,Petrol,14.93,14.93,suv/suv sportback,5,183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023
0042_Audi_q3s-linetfsi=Petrol,Audi,q3 s-line tfsi,Petrol,14.93,14.93,suv/suv sportback,5,183,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023
0043_Audi_q4=Electric,Audi,q4,Electric,5.2-5.8,5.5,suv / suv sportsback,5,176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024
0044_Audi_q4e-tron=Electric,Audi,q4 e-tron,Electric,5.2-5.8,5.5,suv/suv sportback,5,176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023
0045_Audi_q4e-tron40=Electric,Audi,q4 e-tron 40,Electric,5.2-5.8,5.5,suv/suv sportback,5,176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023–2024
0046_Audi_q4e-trons-line=Electric,Audi,q4 e-tron s-line,Electric,5.2-5.8,5.5,suv/suv sportback,5,176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023
0047_Audi_q4e-trons-linesportsback=Electric,Audi,q4 e-tron s-line sports back,Electric,5.2-5.8,5.5,suv/suv sportback,5,176,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024
0048_Audi_q5quattro=Petrol,Audi,q5 quattro,Petrol,9.5-12,10.8,suv/suv sportback,5,202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2015
0049_Audi_q5quattross-linetfsi=Petrol,Audi,q5 quattros s-line tfsi,Petrol,9.5-12,10.8,suv/suv sportback,5,202,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2012
0050_Audi_q7platinumedition=Petrol,Audi,q7 platinum edition,Petrol,10.75,10.75,suv,7,178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
0051_Audi_q7quattro=Petrol,Audi,q7 quattro,Petrol,10.1-11.5,10.8,suv,7,178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2011,2016,2017,2025"
0052_Audi_q7quattrotfsi=Petrol,Audi,q7 quattro tfsi,Petrol,10.1-11.5,10.8,suv,7,178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2016
0053_Audi_q7quattrotfsi40=Petrol,Audi,q7 quattro tfsi 40,Petrol,10-13,11.5,suv,7,178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2016
0054_Audi_q7s-line=Petrol,Audi,q7 s-line,Petrol,7-11,9.0,suv,7,178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2017
0055_Audi_q8e-tron=Electric,Audi,q8 e-tron,Electric,4-6,5.0,suv/suv sportback,5,211,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
0056_Audi_q8e-trons-line50quattro=Electric,Audi,q8 e-tron s-line 50 quattro,Electric,4-6,5.0,suv/suv sportback,5,211,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
0057_BMW_218igranm-sport=Petrol,BMW,218i gran m-sport,Petrol,14.8-18.6,16.7,coupe,5,152,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2023–2024
0058_BMW_316i=Petrol,BMW,316i,Petrol,11-14,12.5,sedan,5,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015
0059_BMW_318i=Petrol,BMW,318i,Petrol,14-18.5,16.2,sedan,5,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2016,2017,2018,2020"
0060_BMW_318if-30m-sport=Petrol,BMW,318i f-30 m-sport,Petrol,14-18.5,16.2,sedan,5,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2018
0061_BMW_318if-80m-sport=Petrol,BMW,318i f-80 m-sport,Petrol,14-18.5,16.2,sedan,5,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2016
0062_BMW_318im-sport=Petrol,BMW,318i m-sport,Petrol,14-18.5,16.2,sedan,5,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017–2019
0063_BMW_320d=Diesel,BMW,320d,Diesel,,,sedan,5,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2011–2014
0064_BMW_320de-90=Diesel,BMW,320d e-90,Diesel,18.6-19.5,19.1,sedan,5,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2012
0065_BMW_320df-30=Diesel,BMW,320d f-30,Diesel,18.6-19.5,19.1,sedan,5,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013
0066_BMW_320dm-sport=Diesel,BMW,320d m-sport,Diesel,18.6-19.5,19.1,sedan,5,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013
0067_BMW_430igranm-sport=Petrol,BMW,430i gran m-sport,Petrol,12.1-15,13.6,coupe/gran coupe,5,127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
0068_BMW_520d=Diesel,BMW,520d,Diesel,13-15,14.0,sedan / touring,5,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2011–2016
0069_BMW_520df-10=Diesel,BMW,520d f-10,Diesel,13-15,14.0,sedan/touring,5,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2012,2013,2015"
0070_BMW_520dgt=Diesel,BMW,520d gt,Diesel,13-15,14.0,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013
0071_BMW_520dgtm-sport=Diesel,BMW,520d gt m-sport,Diesel,13-15,14.0,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015
0072_BMW_520dlci=Diesel,BMW,520d lci,Diesel,13-15,14.0,sedan/touring,5,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015
0073_BMW_520dm-sport=Diesel,BMW,520d m-sport,Diesel,13-15,14.0,sedan/touring,5,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2012,2013,2015,2019"
0074_BMW_520dtwin=Diesel,BMW,520d twin,Diesel,13-15,14.0,sedan/touring,5,140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2012–2013
0075_BMW_520im-sport=Petrol,BMW,520i m-sport,Petrol,7-9,8.0,sedan/touring,5,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2012
0076_BMW_520im-sportpro=Hybrid,BMW,520i m-sport pro,Hybrid,14.7,14.7,sedan/touring,5,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
0077_BMW_523i=Petrol,BMW,523i,Petrol,7-9,8.0,sedan,5,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"2011,2024"
0078_BMW_523ilci=Petrol,BMW,523i lci,Petrol,7-9,8.0,sedan,5,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2007
0079_BMW_523im-sport=Petrol,BMW,523i m-sport,Petrol,7-9,8.0,sedan,5,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023
0080_BMW_523im5kitted=Petrol,BMW,523i m5 kitted,Petrol,7-9,8.0,sedan,5,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2010
0081_BMW_530e=Hybrid,BMW,530e,Hybrid,43.5,43.5,sedan,5,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2018
0082_BMW_530eg-30=Hybrid,BMW,530e g-30,Hybrid,43.5,43.5,sedan,5,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2018–2019
0083_BMW_530em-sport=Hybrid,BMW,530e m-sport,Hybrid,43.5,43.5,sedan,5,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2017,2018,2025"
0084_BMW_530im-sport=Petrol,BMW,530i m-sport,Petrol,14.8-15,14.9,sedan,5,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017–2018
0085_BMW_535iactive5=Hybrid,BMW,535i active 5,Hybrid,7.7-11.24,9.5,sedan,5,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2012
0086_BMW_725d=Diesel,BMW,725d,Diesel,14.7,14.7,sedan,5,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2019
0087_BMW_730ld=Diesel,BMW,730ld,Diesel,12.1-14.3,13.2,sedan,5,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2012
0088_BMW_740li=Petrol,BMW,740li,Petrol,11.86,11.86,sedan,5,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2011
0089_BMW_740lim-sport=Petrol,BMW,740li m-sport,Petrol,11.86,11.86,sedan,5,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2016
0090_BMW_active7=Hybrid,BMW,active 7,Hybrid,16,16.0,sedan,5,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2013
0091_BMW_i3=Electric,BMW,i3,Electric,6.6,6.6,hatchback,4,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2013,2014,2015,2017"
0092_BMW_i5m-sport=Electric,BMW,i5 m-sport,Electric,6.25-6.51,6.4,sedan,5,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
0093_BMW_i7=Electric,BMW,i7,Electric,4.5-5.4,5.0,sedan,5,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024–2025
0094_BMW_i7m-sport=Electric,BMW,i7 m-sport,Electric,4.5-5.4,5.0,sedan,5,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
0095_BMW_i7x=Electric,BMW,i7 x,Electric,4.5-5.4,5.0,sedan,5,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024
0096_BMW_i8=Hybrid,BMW,i8,Hybrid,13-15,14.0,coupe / roadster,4,117,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2016
0097_BMW_i8=Petrol,BMW,i8,Petrol,13,13.0,coupe / roadster,4,117,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2018
0098_BMW_i8m-sport=Petrol,BMW,i8 m-sport,Petrol,13,13.0,coupe/roadster,4,117,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2018
0099_BMW_i8roadster=Hybrid,BMW,i8 roadster,Hybrid,13-15,14.0,roadster,2,117,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2019
00100_BMW_ixxdrive40=Electric,BMW,ix xdrive40,Electric,4.45-5.15,4.8,suv,5,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023
00101_BMW_ixxdrive40m-sport=Electric,BMW,ix xdrive40 m-sport,Electric,4.45-5.15,4.8,suv,5,180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023
00102_BMW_m760575bhp=Petrol,BMW,m760 575bhp,Petrol,7.9-8,8.0,sedan,5,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
00103_BMW_minicooper=Petrol,BMW,mini cooper,Petrol,9-15,12.0,hatchback,4,130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
00104_BMW_minicooperchilipack=Petrol,BMW,mini cooper chili pack,Petrol,9-15,12.0,hatchback,4,130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015
00105_BMW_minicoopersport=Petrol,BMW,mini cooper sport,Petrol,9-15,12.0,hatchback,4,130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2025
00106_BMW_x1=Diesel,BMW,x1,Diesel,20.37,20.37,suv,5,189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2011
00107_BMW_x1=Petrol,BMW,x1,Petrol,16.35,16.35,suv,5,189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2017,2018,2019,2025"
00108_BMW_x120im-sport=Petrol,BMW,x1 20i m-sport,Petrol,12.8-13.5,13.2,suv,5,189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024
00109_BMW_x120im-sport=Hybrid,BMW,x1 20i m-sport,Hybrid,14.5,14.5,suv,5,189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
00110_BMW_x1m-sport=Petrol,BMW,x1 m-sport,Petrol,13.5-16.5,15.0,suv,5,189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2016,2018,2019,2024"
00111_BMW_x1s-drivef48=Petrol,BMW,x1 s-drive f48,Petrol,13.5-16.5,15.0,suv,5,189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2018
00112_BMW_x1x-drive25em-sport=Petrol,BMW,x1 x-drive 25e m-sport,Petrol,13.5-16.5,15.0,suv,5,189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024
00113_BMW_x218im-sport=Petrol,BMW,x2 18i m-sport,Petrol,15.87-16.67,16.3,suv,5,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2019
00114_BMW_x2m-sport=Petrol,BMW,x2 m-sport,Petrol,15.87-16.67,16.3,suv,5,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2018
00115_BMW_x2x-liner=Petrol,BMW,x2 x-liner,Petrol,15.87-16.67,16.3,suv,5,182,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2018
00116_BMW_x3=Diesel,BMW,x3,Diesel,16-17.86,16.9,suv,5,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2012–2014
00117_BMW_x3=Petrol,BMW,x3,Petrol,13.38-16,14.7,suv,5,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2016
00118_BMW_x320d=Diesel,BMW,x3 20d,Diesel,17.86,17.86,suv,5,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2015
00119_BMW_x320dxdrive=Diesel,BMW,x3 20d xdrive,Diesel,17.86,17.86,suv,5,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2013
00120_BMW_x3m-sport=Diesel,BMW,x3 m-sport,Diesel,17.86,17.86,suv,5,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2013
00121_BMW_x5=Petrol,BMW,x5,Petrol,8.5-11.9,10.2,suv,5,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2011
00122_BMW_x5=Diesel,BMW,x5,Diesel,7-9,8.0,suv,5,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2014
00123_BMW_x5=Hybrid,BMW,x5,Hybrid,8.5-11.9,10.2,suv,5,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2016
00124_BMW_x5e-drive=Hybrid,BMW,x5 e-drive,Hybrid,8.5-11,9.8,suv,5,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2016,2025"
00125_BMW_x5e-drive=Electric,BMW,x5 e-drive,Electric,4.65-4.23,4.4,suv,5,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017
00126_BMW_x5e-drive40em-sport=Hybrid,BMW,x5 e-drive 40e m-sport,Hybrid,8.5-11,9.8,suv,5,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2016–2017
00127_BMW_x5e-drivem-sport=Hybrid,BMW,x5 e-drive m-sport,Hybrid,8.5-11,9.8,suv,5,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2018,2025"
00128_BMW_x5m-sport=Hybrid,BMW,x5 m-sport,Hybrid,8.5-11,9.8,suv,5,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2015
00129_BMW_x5m-sport=Petrol,BMW,x5 m-sport,Petrol,8.5,8.5,suv,5,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2016–2017
00130_BMW_x6m-sport=Petrol,BMW,x6 m-sport,Petrol,10.3-11.8,11.1,suv,5,216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017
00131_BMW_x740dm-sport=Diesel,BMW,x7 40d m-sport,Diesel,14.31,14.31,suv,7,221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
00132_BMW_x7m-sport=Petrol,BMW,x7 m-sport,Petrol,9.5-11.3,10.4,suv,7,221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
00133_BMW_x7x-drive40dm-sport=Diesel,BMW,x7 x-drive 40d m-sport,Diesel,14.31,14.31,suv,7,221,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
00134_BMW_z4roadsters-drive35i=Petrol,BMW,z4 roadster s-drive 35i,Petrol,8.8-12.6,10.7,roadster,2,114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2012
00135_BYD_atto3=Electric,BYD,atto 3,Electric,6.25,6.25,suv,5,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024–2025
00136_BYD_atto3superior=Electric,BYD,atto 3 superior,Electric,,,suv,5,175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
00137_BYD_e6=Electric,BYD,e6,Electric,7.25,7.25,sedan / hatchback,5,145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2019
00138_BYD_seal=Electric,BYD,seal,Electric,7.5,7.5,sedan,5,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2024
00139_BYD_sealion6=Hybrid,BYD,sealion 6,Hybrid,6.2,6.2,suv,5,173,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
00140_Chery_qq=Petrol,Chery,qq,Petrol,13-17,15.0,hatchback,4,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2007,2011"
00141_Chery_qq308=Petrol,Chery,qq 308,Petrol,13-17,15.0,hatchback,5,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2006
00142_Chery_qqke=Petrol,Chery,qq ke,Petrol,13-17,15.0,hatchback,4,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2006
