VehicleID,Manufacturer,Model,Fuel Type,Fuel Efficiency,EFF (km/l)/(km/kwh),Body Type,Seating Capacity,Ground Clearance (range),Body Type 1 (sedan),Body Type 2 (hatchback),Body Type 3 (suv),Body Type 4 (mpv),Body Type 5 (pickup),Body Type 6 (coupe),Body Type 7 (convertible),Body Type 8 (wagon),Body Type 9 (van),Body Type 10 (crossover),Body Type 11 (kei / microvan),Body Type 12 (roadster),Body Type 13 (other),Body Type 14 (liftback),Body Type 15 (mpv / minivan),City/Urban,Suburban/Normal,Mid Off-Road,Off-Road/Hilly Terrain,Year
00981_Toyota_hiluxvgrade=Diesel,Toyota,hilux v grade,Diesel,14,14.0,pickup,5,217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2019–2020
00982_Toyota_hiluxvigo=Diesel,Toyota,hilux vigo,Diesel,8-13,10.5,pickup,5,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2006,2007,2008,2009,2010,2014"
00983_Toyota_hiluxvigoggrade=Diesel,Toyota,hilux vigo g grade,Diesel,8-13,10.5,pickup,5,200,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2006
00984_Toyota_hiluxz=Diesel,Toyota,hilux z,Diesel,10-13,11.5,pickup,5,216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2023
00985_Toyota_hiluxzgrsport=Diesel,Toyota,hilux z gr sport,Diesel,10-13,11.5,pickup,5,216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2023–2024
00986_Toyota_ist=Petrol,Toyota,ist,Petrol,11,11.0,hatchback,5,145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2007–2008
00987_Toyota_landcruiser300=Diesel,Toyota,land cruiser 300,Diesel,11,11.0,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
00988_Toyota_landcruiser300zx=Diesel,Toyota,land cruiser 300 zx,Diesel,11,11.0,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
00989_Toyota_landcruiser79=Diesel,Toyota,land cruiser 79,Diesel,9.5-12,10.8,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018
00990_Toyota_landcruiser79v8=Diesel,Toyota,land cruiser 79 v8,Diesel,9.5-12,10.8,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018
00991_Toyota_landcruiserprado=Diesel,Toyota,land cruiser prado,Diesel,7-11,9.0,suv,7,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2005,2007,2011,2012,2013,2014,2015,2017,2018,2024"
00992_Toyota_landcruiserprado=Petrol,Toyota,land cruiser prado,Petrol,6-10,8.0,suv,7,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2022,2023,2025"
00993_Toyota_landcruiserprado120=Petrol,Toyota,land cruiser prado 120,Petrol,8.3-10.8,9.6,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2007
00994_Toyota_landcruiserprado120gx=Diesel,Toyota,land cruiser prado 120 gx,Diesel,9-12,10.5,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2007
00995_Toyota_landcruiserprado150=Petrol,Toyota,land cruiser prado 150,Petrol,5-12,8.5,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2010,2015,2016,2023"
00996_Toyota_landcruiserprado150=Diesel,Toyota,land cruiser prado 150,Diesel,8-11,9.5,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2013,2014,2017"
00997_Toyota_landcruiserprado150tx=Diesel,Toyota,land cruiser prado 150 tx,Diesel,8-11,9.5,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2009,2012,2016"
00998_Toyota_landcruiserprado150tx=Petrol,Toyota,land cruiser prado 150 tx,Petrol,5-12,8.5,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2015,2023"
00999_Toyota_landcruiserprado150vx=Diesel,Toyota,land cruiser prado 150 vx,Diesel,8-11,9.5,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017
001000_Toyota_landcruiserprado250=Petrol,Toyota,land cruiser prado 250,Petrol,11.8,11.8,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024–2025
001001_Toyota_landcruiserprado250vx=Petrol,Toyota,land cruiser prado 250 vx,Petrol,11.8,11.8,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024–2025
001002_Toyota_landcruiserprado250zx=Diesel,Toyota,land cruiser prado 250 zx,Diesel,13.6,13.6,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024–2025
001003_Toyota_landcruiserprado76=Diesel,Toyota,land cruiser prado 76,Diesel,8.9-9.5,9.2,suv,7,230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2014
001004_Toyota_landcruiserprado76=Petrol,Toyota,land cruiser prado 76,Petrol,8,8.0,suv,7,230,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2015
001005_Toyota_landcruiserpradogfrontier=Petrol,Toyota,land cruiser prado g frontier,Petrol,11,11.0,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2016
001006_Toyota_landcruiserpradotrj150=Diesel,Toyota,land cruiser prado trj 150,Diesel,11.8,11.8,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2010,2015"
001007_Toyota_landcruiserpradotrj150=Petrol,Toyota,land cruiser prado trj 150,Petrol,8-12,10.0,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2023
001008_Toyota_landcruiserpradotrj150tx=Petrol,Toyota,land cruiser prado trj 150 tx,Petrol,8-12,10.0,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2013,2015,2023"
001009_Toyota_landcruiserpradotrj150txgrsport=Petrol,Toyota,land cruiser prado trj 150 tx gr sport,Petrol,8-12,10.0,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2011
001010_Toyota_landcruiserpradotrj250=Petrol,Toyota,land cruiser prado trj 250,Petrol,13.6,13.6,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
001011_Toyota_landcruiserpradotrj250vx=Petrol,Toyota,land cruiser prado trj 250 vx,Petrol,13.6,13.6,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
001012_Toyota_landcruiserpradotx=Petrol,Toyota,land cruiser prado tx,Petrol,6-12,9.0,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2011,2017,2023"
001013_Toyota_landcruiserpradotx=Diesel,Toyota,land cruiser prado tx,Diesel,11.3,11.3,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2014–2015
001014_Toyota_landcruiserpradotx150=Diesel,Toyota,land cruiser prado tx 150,Diesel,11.3,11.3,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2013–2014
001015_Toyota_landcruiserpradotx150=Petrol,Toyota,land cruiser prado tx 150,Petrol,6-12,9.0,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2015,2023"
001016_Toyota_landcruiserpradotxl=Petrol,Toyota,land cruiser prado txl,Petrol,6-10,8.0,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2014,2015,2018,2020,2023"
001017_Toyota_landcruiserpradotzg=Diesel,Toyota,land cruiser prado tzg,Diesel,9,9.0,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017–2018
001018_Toyota_landcruiserpradov8=Diesel,Toyota,land cruiser prado v8,Diesel,5-10,7.5,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2011,2015"
001019_Toyota_landcruiserpradovx=Diesel,Toyota,land cruiser prado vx,Diesel,11.3,11.3,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2014,2017"
001020_Toyota_landcruiserpradovx=Petrol,Toyota,land cruiser prado vx,Petrol,6-11,8.5,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024–2025
001021_Toyota_landcruiserpradovx250=Petrol,Toyota,land cruiser prado vx 250,Petrol,7.5,7.5,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
001022_Toyota_landcruiserpradozx=Petrol,Toyota,land cruiser prado zx,Petrol,6-11,8.5,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
001023_Toyota_landcruisersahara=Diesel,Toyota,land cruiser sahara,Diesel,9-11,10.0,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2011,2013,2015,2016,2017,2024,2025"
001024_Toyota_landcruisersahara200=Diesel,Toyota,land cruiser sahara 200,Diesel,9-11,10.0,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2010
001025_Toyota_landcruisersahara202v8zx=Petrol,Toyota,land cruiser sahara 202 v8 zx,Petrol,7-9,8.0,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2016
001026_Toyota_landcruisersahara300=Petrol,Toyota,land cruiser sahara 300,Petrol,10-11,10.5,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024–2025
001027_Toyota_landcruisersahara300modelista=Petrol,Toyota,land cruiser sahara 300 modelista,Petrol,10-11,10.5,hatchback,7,235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
001028_Toyota_landcruisersahara300modelistazx=Petrol,Toyota,land cruiser sahara 300 modelista zx,Petrol,10-11,10.5,hatchback,7,235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
001029_Toyota_landcruisersahara300vx=Petrol,Toyota,land cruiser sahara 300 vx,Petrol,10-11,10.5,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
001030_Toyota_landcruisersahara300zx=Petrol,Toyota,land cruiser sahara 300 zx,Petrol,10-11,10.5,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2023–2024
001031_Toyota_landcruisersahara300zx=Diesel,Toyota,land cruiser sahara 300 zx,Diesel,11,11.0,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
001032_Toyota_landcruisersahara300zxmodelista=Petrol,Toyota,land cruiser sahara 300 zx modelista,Petrol,10-11,10.5,hatchback,7,235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024–2025
001033_Toyota_landcruisersahara300zxmodellista=Petrol,Toyota,land cruiser sahara 300 zx modellista,Petrol,10-11,10.5,hatchback,7,235,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2023
001034_Toyota_landcruisersahara300zxv6=Diesel,Toyota,land cruiser sahara 300 zx v6,Diesel,11,11.0,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
001035_Toyota_landcruisersahara300zxv6=Petrol,Toyota,land cruiser sahara 300 zx v6,Petrol,10-11,10.5,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
001036_Toyota_landcruisersaharacygnusv8=Petrol,Toyota,land cruiser sahara cygnus v8,Petrol,6-7,6.5,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2006
001037_Toyota_landcruisersaharahzj76=Diesel,Toyota,land cruiser sahara hzj76,Diesel,7.7-9.8,8.8,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2017
001038_Toyota_landcruisersaharahzj79=Diesel,Toyota,land cruiser sahara hzj79,Diesel,8-10,9.0,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2018
001039_Toyota_landcruisersaharalj79=Diesel,Toyota,land cruiser sahara lj79,Diesel,6-9,7.5,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2014
001040_Toyota_landcruisersaharaspexzx=Diesel,Toyota,land cruiser sahara spex zx,Diesel,11.2,11.2,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2024
001041_Toyota_landcruisersaharav8=Petrol,Toyota,land cruiser sahara v8,Petrol,11-12,11.5,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2008,2012,2017"
001042_Toyota_landcruisersaharav8=Diesel,Toyota,land cruiser sahara v8,Diesel,9-11,10.0,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"2013,2015,2016"
001043_Toyota_landcruisersaharav8cygnus=Petrol,Toyota,land cruiser sahara v8 cygnus,Petrol,5-7.5,6.2,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2007
001044_Toyota_landcruisersaharav8vx=Petrol,Toyota,land cruiser sahara v8 vx,Petrol,10-12,11.0,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2010
001045_Toyota_landcruisersaharav8vx=Diesel,Toyota,land cruiser sahara v8 vx,Diesel,10.5-11,10.8,suv,7,235,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2016–2017
001046_Toyota_passo=Petrol,Toyota,passo,Petrol,24-28,26.0,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2005,2008,2009,2010,2016,2017,2018,2023"
001047_Toyota_passomoda=Petrol,Toyota,passo moda,Petrol,24.4,24.4,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2016,2023"
001048_Toyota_passomodars=Petrol,Toyota,passo moda rs,Petrol,.4.4,,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
001049_Toyota_passox=Petrol,Toyota,passo x,Petrol,24-28,26.0,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023
001050_Toyota_passoxl=Petrol,Toyota,passo xl,Petrol,24-28,26.0,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2022–2023
001051_Toyota_pixis=Petrol,Toyota,pixis,Petrol,24.5,24.5,kei / hatchback,5,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2016,2017,2023"
001052_Toyota_pixisepoch=Petrol,Toyota,pixis epoch,Petrol,30,30.0,kei / hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2015
001053_Toyota_pixisl=Petrol,Toyota,pixis l,Petrol,24-27,25.5,kei / microvan,5,160,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,2023
001054_Toyota_premio=Petrol,Toyota,premio,Petrol,14-19,16.5,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2010,2011,2013,2016,2017,2018,2019"
001055_Toyota_premio260gsuperior=Petrol,Toyota,premio 260 g superior,Petrol,15-21,18.0,sedan,5,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2013,2020"
001056_Toyota_premiogsuperior=Petrol,Toyota,premio g superior,Petrol,18.6,18.6,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2010,2011,2013,2014,2015,2016,2017,2018,2019,2020"
001057_Toyota_prius=Hybrid,Toyota,prius,Hybrid,23-24,23.5,liftback,5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"2008,2009,2010,2012,2013,2016"
001058_Toyota_prius=Hybrid,Toyota,prius,Hybrid,23-24,23.5,liftback,5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"2011,2014,2017,2024,2025"
001059_Toyota_priusgsport=Hybrid,Toyota,prius g sport,Hybrid,22-23,22.5,liftback,5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2013
001060_Toyota_priuss=Hybrid,Toyota,prius s,Hybrid,22-23,22.5,liftback,5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"2011,2012,2014"
001061_Toyota_priuss=Hybrid,Toyota,prius s,Hybrid,22-23,22.5,liftback,5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2013
001062_Toyota_priusstouring=Hybrid,Toyota,prius s touring,Hybrid,22-23,22.5,liftback,5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"2009,2011,2012,2013"
001063_Toyota_priusu=Hybrid,Toyota,prius u,Hybrid,22-23,22.5,liftback,5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"2023,2025"
001064_Toyota_priusx=Hybrid,Toyota,prius x,Hybrid,22-23,22.5,liftback,5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2023
001065_Toyota_priusz=Hybrid,Toyota,prius z,Hybrid,22-23,22.5,liftback,5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2025
001066_Toyota_priuszgrade=Hybrid,Toyota,prius z grade,Hybrid,22-23,22.5,liftback,5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2024
001067_Toyota_priuszvw50=Hybrid,Toyota,prius zvw50,Hybrid,22-23,22.5,liftback,5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2016
001068_Toyota_priuszw30=Hybrid,Toyota,prius zw30,Hybrid,22-23,22.5,liftback,5,142,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2014
001069_Toyota_raize=Petrol,Toyota,raize,Petrol,16,16.0,suv,5,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2020–2025
001070_Toyota_raizeg=Petrol,Toyota,raize g,Petrol,16,16.0,suv,5,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2022–2024
001071_Toyota_raizers=Hybrid,Toyota,raize rs,Hybrid,12-16,14.0,suv,5,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024
001072_Toyota_raizex=Petrol,Toyota,raize x,Petrol,16,16.0,suv,5,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2023–2024
001073_Toyota_raizez=Petrol,Toyota,raize z,Petrol,16,16.0,suv,5,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2020,2023"
001074_Toyota_raizez=Hybrid,Toyota,raize z,Hybrid,12-16,14.0,suv,5,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2022,2024,2025"
001075_Toyota_raizezmodalista=Petrol,Toyota,raize z modalista,Petrol,16,16.0,suv,5,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024
001076_Toyota_raizezmodelista=Petrol,Toyota,raize z modelista,Petrol,6,6.0,suv,5,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2022–2023
001077_Toyota_raizezmodelista=Hybrid,Toyota,raize z modelista,Hybrid,12-16,14.0,suv,5,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
001078_Toyota_rav4=Hybrid,Toyota,rav4,Hybrid,16.7-20.8,18.8,suv,5,190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2021
001079_Toyota_rav4g=Petrol,Toyota,rav4 g,Petrol,13-15,14.0,suv,5,190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,"2007,2009"
001080_Toyota_rav4sport=Petrol,Toyota,rav4 sport,Petrol,13-15,14.0,suv,5,190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2007
001081_Toyota_roomy=Petrol,Toyota,roomy,Petrol,18-24,21.0,kei / microvan,5,130,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"2017,2022,2023,2025"
001082_Toyota_roomycustomg=Petrol,Toyota,roomy custom g,Petrol,18-24,21.0,kei / microvan,5,130,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"2018,2022,2023,2024,2025"
001083_Toyota_roomycustomgt=Petrol,Toyota,roomy custom gt,Petrol,18-24,21.0,kei / microvan,5,130,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2022–2025
001084_Toyota_roomyg=Petrol,Toyota,roomy g,Petrol,18-24,21.0,kei / microvan,5,130,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2022–2025
001085_Toyota_roomygcustom=Petrol,Toyota,roomy g custom,Petrol,18-24,21.0,kei / microvan,5,130,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2022–2024
001086_Toyota_roomygscustom=Petrol,Toyota,roomy gs custom,Petrol,18-24,21.0,kei / microvan,5,130,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2022–2024
001087_Toyota_roomygt=Petrol,Toyota,roomy gt,Petrol,18-24,21.0,kei / microvan,5,130,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2022–2024
001088_Toyota_roomygtcustom=Hybrid,Toyota,roomy gt custom,Hybrid,18-24,21.0,kei / microvan,5,130,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2020
001089_Toyota_roomygtcustom=Petrol,Toyota,roomy gt custom,Petrol,18-24,21.0,kei / microvan,5,130,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"2022,2023,2025"
001090_Toyota_roomyx=Petrol,Toyota,roomy x,Petrol,18-24,21.0,kei / microvan,5,130,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,"2023,2025"
001091_Toyota_rush=Petrol,Toyota,rush,Petrol,9-11,10.0,suv,7,200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2006
001092_Toyota_rush=Petrol,Toyota,rush,Petrol,9-11,10.0,suv,7,220,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2019
001093_Toyota_sienta=Hybrid,Toyota,sienta,Hybrid,25,25.0,mpv / minivan,7,150,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,"2015,2016,2023,2025"
001094_Toyota_tank=Petrol,Toyota,tank,Petrol,21.8-24.6,23.2,kei / microvan,5,130,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2016–2018
001095_Toyota_urbancruiserhyryder=Hybrid,Toyota,urban cruiser hyryder,Hybrid,27.97,27.97,suv,5,210,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2025
001096_Toyota_urbancruisertaisor=Hybrid,Toyota,urban cruiser taisor,Hybrid,27.97,27.97,suv,5,190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2024
001097_Toyota_urbancruisertaisor=Petrol,Toyota,urban cruiser taisor,Petrol,21.7,21.7,suv,5,190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
001098_Toyota_vanguard=Petrol,Toyota,vanguard,Petrol,9.6-12.6,11.1,suv,7,190,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2012
001099_Toyota_vellfire=Petrol,Toyota,vellfire,Petrol,11.6,11.6,mpv / minivan,7,160,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,"2014,2024"
001100_Toyota_vellfire=Hybrid,Toyota,vellfire,Hybrid,17.28,17.28,mpv / minivan,7,160,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2025
001101_Toyota_veloz=Petrol,Toyota,veloz,Petrol,17-19.3,18.1,mpv / suv,7,190,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2025
001102_Toyota_vitzksp130=Petrol,Toyota,vitz ksp130,Petrol,12-15,13.5,hatchback,5,145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2012–2020
001103_Toyota_vitzksp90=Petrol,Toyota,vitz ksp90,Petrol,14-16,15.0,hatchback,5,150,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2007,2008,2010,2011"
001104_Toyota_voxy=Hybrid,Toyota,voxy,Hybrid,24.4,24.4,mpv / minivan,7,151,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,"2014,2025"
001105_Toyota_voxysz=Petrol,Toyota,voxy sz,Petrol,11.6,11.6,mpv / minivan,7,151,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2024
001106_Toyota_voxysz=Hybrid,Toyota,voxy sz,Hybrid,24.4,24.4,mpv / minivan,7,151,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2025
001107_Toyota_wigo=Petrol,Toyota,wigo,Petrol,12-13,12.5,hatchback,5,165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017–2018
001108_Toyota_wigog=Petrol,Toyota,wigo g,Petrol,12-13,12.5,hatchback,5,165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2017–2018
001109_Toyota_yaris=Petrol,Toyota,yaris,Petrol,12-14,13.0,hatchback,5,140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"2007,2008,2010,2011,2012,2013"
001110_Toyota_yaris=Petrol,Toyota,yaris,Petrol,12-14,13.0,hatchback,5,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2022–2023
001111_Toyota_yaris=Hybrid,Toyota,yaris,Hybrid,23.4-28.3,25.9,hatchback,5,160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2024–2025
001112_Toyota_yarisativ=Petrol,Toyota,yaris ativ,Petrol,14-16,15.0,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
001113_Toyota_yarisativg=Petrol,Toyota,yaris ativ g,Petrol,14-16,15.0,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2019
001114_Toyota_yarisativgrsporthev=Hybrid,Toyota,yaris ativ gr sport hev,Hybrid,29.4,29.4,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
001115_Toyota_yarisativhev=Hybrid,Toyota,yaris ativ hev,Hybrid,29.4,29.4,sedan,5,160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2025
